,Text,Date,Mentions,Hashtags,Geolocation
514,"Please keep our family in your thoughts and prayers - my husbands grandma has been admitted to the hospital due to developed pneumonia from COVID. Also, Please stay the fuck home.",2020-04-19 03:38:26+00:00,,,
515,"With all the press the Stanford @medrxivpreprint on serological covid testing has had, and given the clear issues with it, I’m worried about the harm that un-vetted science on this topic is doing. What do others on #AcademicTwitter think will be the effect or covid on preprints?",2020-04-19 03:35:39+00:00,@medrxivpreprint,#AcademicTwitter,
516,I didn't use medical care. I could have. But why does that have any bearing on how the virus is killing people? It doesn't. This is more akin to a biological predisposition to fatality from Covid-19. Recovery has no attachment to financial demographics. People can afford Tylenol.,2020-04-19 03:34:26+00:00,,,
517,"Apparently @joerogan was boasting about testing himself for Covid-19 every three to four days because, ""fuck it""? Scared old man, there are still test kit shortages and you're being a bitch about it #thiswhoallyouwokeheadslookupto",2020-04-19 03:33:25+00:00,@joerogan,#thiswhoallyouwokeheadslookupto,
518,ChaloGive's COVID-19 campaign helps fight hunger. Check out http://www.chalogive.org #chalogive,2020-04-19 03:33:18+00:00,,#chalogive,
519,I just signed a @theactionnet petition: COVID-19 Emergency: Cancel All Rents in San Mateo County. Sign here: ,2020-04-19 03:32:30+00:00,@TheActionNet,,
520,"Tell me again, when did #COVID-19 peak in the US? I keep looking and I cannot find it! ",2020-04-19 03:28:04+00:00,,#COVID,
521,"Canada is seeking volunteers to help with contact tracing and other needs related to covid-19. https://www.canada.ca/en/public-service-commission/national-covid-19-recruitment-campaign-we-need-you.html Global News says &gt; 27,000 signed up as of April 10",2020-04-19 03:22:26+00:00,,,
522,"Reopening can be possible before vaccines or serology tests are widespread. For e.g., determine upper limit for hospitalizations based on healthcare capacity & progressively reopen as long as projections based on testing are below that, else lock down more. #COVID #reopen",2020-04-19 03:19:43+00:00,,#COVID #reopen,
523,"My dear friend Mahin, a self-proclaimed ""avid non-user of social media"", on recovering from COVID-19 as a physician in New York ",2020-04-19 03:18:24+00:00,,,
524,"Every time I put on a mask because of this covid shelter in place, this is the first thing I feel. Lets see who gets this reference. ",2020-04-19 03:18:21+00:00,,,
525,This is a step in the right direction! Hopefully we’ll continue to have resources to incorporate this strategy into our homeless prevention efforts beyond this covid-19 pandemic. ,2020-04-19 03:07:17+00:00,,,
526,CRISPR based Covid-19 kit ,2020-04-19 03:07:16+00:00,,,
527,I went to CVS like this. No one batted an eyelash. Very happy to live in an area that takes COVID-19 seriously. No moronic MAGAts with penis extenders here. ,2020-04-19 03:06:18+00:00,,,
528,"Pearl Harbor: ~3,000 American Deaths. US Goes to War! 9/11: ~ 3,000 American Deaths. US Goes to War! COVID-19: ~ 40,000 Deaths to date... and counting. Fuck Grandma! Back to work!",2020-04-19 03:06:07+00:00,,,
529,From @Forbes: Digital Transformation For Good Shines As We Fight COVID-19 https://buff.ly/2Vu9mXL,2020-04-19 03:06:04+00:00,@Forbes,,
530,"Context Discriminant Analysis on latest NEWS 2020/04/18 20:01:48 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200418_200148.html",2020-04-19 03:01:48+00:00,,,
531,"Complex Event Analysis on latest NEWS: 20200418 2001 PST Top News Focus : (coronavirus,stay-at-home), (coronavirus,federal), (covid-19,virus) https://www.sitefocus.com/cif/elaine/qanews_20200418_200138.html",2020-04-19 03:01:48+00:00,,,
532,"Thank you! Also: Pennsylvania: 31,371... 1102 dead California: 30,801... 1148 dead Regarding the latter, “COVID-19 is a lie” guy is trying to make up for lack of social distancing by wearing PPE: https://twitter.com/tedlieu/status/1251282912349007873?s=21",2020-04-19 03:01:11+00:00,,,
533,"If an asymptomatic #COVID person got the flu, would genes be swapped and perhaps a stronger, new #flu be created. Would a new #coronavirus strain emerge? A #flumist #Vaccine I took in my late 40s made me immune to common cold corona for several years. Doc saw in other patients.",2020-04-19 03:00:58+00:00,,#COVID #flu #coronavirus #flumist #Vaccine,
534, Epidemiology and Clinical Characteristics of COVID-19. 2020. Arch Iran Med. https://www.ncbi.nlm.nih.gov/m/pubmed/271601/ #science #research,2020-04-19 03:00:07+00:00,,#science #research,
535,"I hope at this point everyone knows someone who's had covid-19. If not, feel free to friend me and I can tell you how careful I was in February in Hong Kong, Taiwan, and Japan.",2020-04-19 02:56:09+00:00,,,
536,Prancing horse imprinted! / “Petrolicious on Instagram: “Ferrari has begun producing 3D-printed respirator valves at its Maranello plant in the fight against COVID-19 supporting hospitals…”” https://htn.to/vWjxPwAe2b,2020-04-19 02:52:30+00:00,,,
537,"UCSF develops rapid COVID-19 test, yields results in as little as 30 minutes ",2020-04-19 02:50:59+00:00,,,
538,"i was thinking that if all of the conservatives wanna end quarantine, the likelihood of them catching COVID-19 and dying is greater. therefore less republican votes come November.... js",2020-04-19 02:47:10+00:00,,,
539,"If we find a vaccine for COVID-19, it will be the first time ever for coronaviruses ",2020-04-19 02:45:31+00:00,,,
540,"Pretty wild how an iPad Pro, with Coursera and Evernote is a better learning experience than any of my university classes. As people are forced to try this due to COVID, I wonder what changes in value proposition we’ll see from post secondary institutions",2020-04-19 02:40:08+00:00,,,
541,"We’ve been finally able to get some sun this past week and start working off our COVID Casper looks. #hottub #quarantinelife #sundayfunday #loveyou #sunscreen #michalada @San Jose, California https://www.instagram.com/p/B_JWCZKppiE/?igshid=1wwoxb6qgsqyz",2020-04-19 02:39:51+00:00,,#hottub #quarantinelife #sundayfunday #loveyou #sunscreen #michalada,
542, and counting building ranging from CRISPR diagnostics to gov tech platforms to help COVID-19 response. Join the fight! &gt;&gt; http://responselab.stanford.edu,2020-04-19 02:37:15+00:00,,,
543,Hackers are jumping on the COVID-19 pandemic to spread malware http://dlvr.it/RV2F1X,2020-04-19 02:34:33+00:00,,,
544,She is angry because she thinks covid 19 is a publicity stunt pulled by the government. And she might also be upset that she couldn't get a clear cup for her smoothie. And wasn't allowed to take selfies with it in the ice cream parlor.,2020-04-19 02:31:37+00:00,,,
545,“COVID-19’s impact on customer engagement” https://buff.ly/2VoNxIV,2020-04-19 02:30:00+00:00,,,
546,Do Re Mi - Covid 19 version https://youtu.be/MMBh-eo3tvE via @YouTube I’m losing my mind.,2020-04-19 02:26:59+00:00,@YouTube,,
547,"COVID times call for COVID measures. We’re back with a “A Day in Quarantine” #quickie Ep. 02 hosted by our homegirl and #crazydancemom thedesigningchica An #artdirector, #designer, #visualjournalist, and… https://www.instagram.com/p/B_JUjtJFy2i/?igshid=q864lxauson3",2020-04-19 02:26:56+00:00,,#quickie #crazydancemom #artdirector #designer #visualjournalist,
548,"Happy World Heritage Day! UNESCO chose this day as world sites and heritage day. Do you know when will we know it's safe to travel again? We don't know yet due to COVID 19, We can travel the world one recipe at a time with Chefkoochoolooo #global#travel",2020-04-19 02:21:54+00:00,,,
549,"Questioning Conventional Wisdom in the COVID-19 Crisis, with Dr. Jay Bha... https://youtu.be/-UO3Wd5urg0 via @YouTube. THE STANFORD DOCTOR BEFORE HE PUBLISHED THE SANTA CLARA COVID REPORT OF 59x to 85x Cases than tested",2020-04-19 02:21:27+00:00,@YouTube,,
550,"Total COVID-19 deaths in NZ are like road deaths on a bad Easter weekend, daily new cases are down to 1/8th of the peak and recently all are linked to previous cases. Random community testing shows zero positives. If we *don't* go to Level 3 on Thursday, what would it have taken?",2020-04-19 02:21:00+00:00,,,
551,Is there a reason why only one of the vaccine in clinical trials (not yet proven it will work) got funding from federal govt. but not the other one? #somethingfishy #CoronavirusUSA #COVID @NBCNews @CNN @CBSNews @CEPIvaccines @nytimes @ABC @CNBC @Acosta #CoronavirusLiar,2020-04-19 02:18:05+00:00,@NBCNews @CNN @CBSNews @CEPIvaccines @nytimes @ABC @CNBC @Acosta,#somethingfishy #CoronavirusUSA #COVID #CoronavirusLiar,
552,"We are part of COVID-19 Response Innovation Lab. To find out more projects ranging from medicine, to information, to enterprise, pls visit the Lab (https://responselab.stanford.edu/projects.html)",2020-04-19 02:15:44+00:00,,,
553,"I think those people are asking for death, rather than liberty. I think the only one that will get liberty is death, he might be like opera,you get a body bag, and you get a body bag... dark humor I found to be appropriate in this situation. Covid 19 kills and is not a joke.",2020-04-19 02:14:48+00:00,,,
554,"If people can believe that the earth is flat and that COVID-19 is a lie, then there are people who would believe that I am hot. ",2020-04-19 02:12:24+00:00,,,
555,"Who's watching #BlackWomenOWN the Conversation's #COVID-19 special, from @owntv and OZY, and starring @mayorcantrell, @BreeNewsome, and more?",2020-04-19 02:11:48+00:00,@OWNTV @mayorcantrell @BreeNewsome,#BlackWomenOWN #COVID,
556,"New York city already has 12700 total deaths from COVID 19 out of a population of 8.4 million, which is already 0.15% mortality rate even if EVERYONE was infected.",2020-04-19 02:08:46+00:00,,,
557,But can we trust the numbers? Not enough people have been tested and the thing with COVID is that you can be asymptomatic and still be able to spread it. It is better to just stay home.,2020-04-19 02:07:55+00:00,,,
558,Adapting your SEO strategy to soften the impact of COVID-19 on organic traffic https://bit.ly/2yqg9ts,2020-04-19 02:06:33+00:00,,,
559,"To make things worse, most government-sanctioned websites to disseminate COVID-19 information are so heavy, they don't incentivize the citizens (except the 0.001% with unlimited 5G) to benefit from the information. This is borderline ""morally bankrupt""!",2020-04-19 02:04:15+00:00,,,
560,i contacted southwest for a refund bc i wont be using it for future travel due to covid but they just told me to use it before it expires THIS SEPTEMBER or the money goes to waste???? why would i be traveling when a pandemic is happening? @SouthwestAir,2020-04-19 02:03:12+00:00,@SouthwestAir,,
561,"Context Discriminant Analysis on latest NEWS 2020/04/18 19:02:01 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200418_190201.html",2020-04-19 02:02:01+00:00,,,
562,"Complex Event Analysis on latest NEWS: 20200418 1901 PST Top News Focus : (coronavirus,covid-19,positive), (coronavirus,staff), (coronavirus,covid-19,virus) https://www.sitefocus.com/cif/elaine/qanews_20200418_190150.html",2020-04-19 02:02:00+00:00,,,
563,#Prom in the age of #COVID ,2020-04-19 02:01:22+00:00,,#Prom #COVID,
564,my trip with iyanne was supposed to be this year...... then covid happened. i'm crying rn ,2020-04-19 01:58:43+00:00,,,
565,"In Key Breakthrough, Covid-19 Vaccine Developed by Oxford University Scientist Could Be Available Around October ",2020-04-19 01:58:26+00:00,,,
566,"As expected, the month of April brought on some difficulties for landlords and tenants alike. As May 1st approaches, has anything changed? For answers, visit the Tellus blog and read our ""Landlord's Guide to COVID-19"". ",2020-04-19 01:58:20+00:00,,,
567,"Hey, remember when you called Covid 19 a hoax? November is just around the corner!",2020-04-19 01:57:37+00:00,,,
568,"Covid-19 outbreak: In vaccine race, all eyes on Oxford trial’s deadline - world news - Hindustan Times ",2020-04-19 01:57:20+00:00,,,
569,"New ep! (Over the magic of teleconference software) COVID is turning the housing scene upside-down, who's going to bear the pain? With @idothethinking &amp; Derek Sagehorn of @eb4everyone, and @daguilarcanabal &gt;&gt;&gt; LISTEN: http://seethecat.org/ep/2020-04-16.html",2020-04-19 01:57:14+00:00,@IDoTheThinking @eb4everyone @daguilarcanabal,,
570,"California has record COVID-19 deaths today, again. Any talk of easing SD is absurd https://covidgraphs.com/#state=California&amp;delta=true",2020-04-19 01:53:41+00:00,,,
571,No one (in the age of COVID): Boromir: Is it not a strange fate that we should suffer so much fear and doubt for so small a thing? So small a thing!,2020-04-19 01:52:44+00:00,,,
572,This is what happens when you elect or appoint a DEMOCRAT. Dems take away our freedoms - COVID-19 NOTwithstanding. DEMS WANT CONTROL OVER ALL THE PEOPLE! But they DON'T CARE about anyone. They care about THEIR IDEALISTIC PURSUITS. NOT yours. THEY KNOW what's BEST for YOU!,2020-04-19 01:38:24+00:00,,,
573,"Typo: ""Youth waited hours to vote"" in both CA and TX. Around 1/2 of the states have had their primaries postponed due to Covid-19. Joe Biden called for people to risk their lives and vote in WI and *later* retracted and said it shouldn't have taken place.",2020-04-19 01:38:07+00:00,,,
574,COVID-19: Peer Support and Crisis Communication for Resilience | Annals of Internal Medicine | American College of Physicians @GengouxGrace @_Roberts_Laura @drdebkaysen https://annals.org/aim/fullarticle/2764357/covid-19-peer-support-crisis-communication-strategies-promote-institutional-resilience#.XouIc1H54sA.twitter,2020-04-19 01:37:06+00:00,@GengouxGrace @_Roberts_Laura @drdebkaysen,,
575,MUST WATCH! COVID Q&amp;A APRIL 6TH https://youtu.be/kJhdOvBTZLI via @YouTube,2020-04-19 01:31:36+00:00,@YouTube,,
576,Capital Expenditures are expected to decline due to economic fallout from #COVID-19 #Pandemic. We now expect CapEx to decline in mid-single digits compared to the previous forecast of +1%. Read More: https://bit.ly/2Kb1kOa #semiconductorindustry #technology #coronavirus,2020-04-19 01:30:01+00:00,,#COVID #Pandemic #semiconductorindustry #technology #coronavirus,
577,Pass this on everyone #of COVID-19 in San Diego 00000 - why are they locked down? Back to normal for this community!! GO SAN DIEGO ,2020-04-19 01:29:40+00:00,,,
578,"Living through the Depression made people more risk-averse investors. I wonder if COVID will have a similar effect re: germs, social contact, etc. I.e. in 2040, anyone who was 15 or older today will be super paranoid about germs, while younger people will all think we're crazy.",2020-04-19 01:27:12+00:00,,,
579,TigerConnect unveils telehealth system to help providers fight COVID-19 https://www.healthcareitnews.com/news/tigerconnect-unveils-telehealth-system-help-providers-fight-covid-19 via @HealthITNews,2020-04-19 01:26:58+00:00,@HealthITNews,,
580,"Stanford Metabolic Psychiatry’s esteemed advisor, Dr. Aseem Malhotra calls attention to the increased odds of death from COVID-19 in those with obesity or metabolic syndrome. #StanfordPSY #COVID19",2020-04-19 01:26:08+00:00,,#StanfordPSY #COVID19,
581,"54 years ago Norma Tanega told us what to do during Covid-19. ""Stay distant or they'll tear you apart."" ""Don't touch people."" ",2020-04-19 01:24:23+00:00,,,
582,"Cut the BS, Elon. If you have Covid-19 and succumb, overwhelming odds the virus was a *substantial factor* in that death. You are a legendary, historic engineer. That doesn't prove your knowledge of medicine is world class. Quit the bluster and bluff, please",2020-04-19 01:21:46+00:00,,,
583,"$OPRT The deputy minister said that the commencement of phase three is “literally” just days away and that when it arrives, the spread of #COVID will be “very rapid” and “irreversible.” #Oportun #outsourcing #Mexico #CoronaLockdown",2020-04-19 01:19:59+00:00,,#COVID #Oportun #outsourcing #Mexico #CoronaLockdown,
584,"People shouldn't be shut out from COVID-19 assistance just because they don't have a bank account. That's why the bill introduced by @TimRyan and I would allow people to receive monthly payments via Check Direct Deposit Pre-paid debit card Venmo, Zelle, or PayPal",2020-04-19 01:19:00+00:00,@TimRyan,,
585,In one year we need a listing of how many people from these idiotic protests are dead from Covid-19. Also how many groups were led by people who had already recovered. Infecting everyone who walked behind them. I guarantee it is going to be very telling either way. Self-centered.,2020-04-19 01:17:30+00:00,,,
586,"No position in $AMZN, but we have noticed that for the first time in many years we and people we know are regularly buying stuff online from retailers other than Amazon. Amazon seems like obvious beneficiary of COVID, but maybe consumers are learn new online shopping habits? ",2020-04-19 01:17:13+00:00,,,
587,Check out my latest article: #COVID-19 Has Changed How We Work https://www.linkedin.com/pulse/covid-19-has-changed-how-we-work-linda-stevens via @LinkedIn #geospatial #GIS,2020-04-19 01:15:41+00:00,@LinkedIn,#COVID #geospatial #GIS,
588,"What skills will stay relevant for your career or business during and post-COVID-19? Register now for The Mentoring Matters Talk on April 23, 2020, 6:30pm-9:00pm PDT with The Mentoring Club's mentor Shawn Flynn. See you! http://ow.ly/b38D50zbvlm",2020-04-19 01:15:08+00:00,,,
589,"Video killed the radio star, COVID killed the theater star. Except it’s too literal to be funny.",2020-04-19 01:14:11+00:00,,,
590,Dr. Greger REACTS To Covid-19 Chaos https://youtu.be/6f6KTkZSU64 via @YouTube,2020-04-19 01:10:32+00:00,@YouTube,,
591,"""Due to a data update in the Reportable Disease Information Exchange (CalREDIE), managed by the California Department of Public Health, the County of Santa Clara's COVID-19 Cases dashboard will not be updated"" today, the county wrote.",2020-04-19 01:09:37+00:00,,,
592,"Pres. Trump, governors feud over COVID-19 testing ",2020-04-19 01:08:28+00:00,,,
593,New - @CooperFdnWaco 11 nonprofits receive third round of grants from Lincoln COVID-19 response fund http://socialenterpris.es/7wy #FdnNews,2020-04-19 01:08:10+00:00,@CooperFdnWaco,#FdnNews,
594,"""Expert"" status does not equate to competency. Competency does not preclude paltering or outright lying. This covid / corona pandemic lays bare all of this, incompetent construction of predictive models, non-granular data, hiding key facts, and so forth.",2020-04-19 01:07:38+00:00,,,
595,"For protesters in Huntington Beach, social and economic restrictions are political; COVID-19, a ‘hoax’ ",2020-04-19 01:05:05+00:00,,,
596,Ayanna Pressley reacts to CDC sharing racial data in COVID-19 reports https://bit.ly/2xE00Aw,2020-04-19 01:04:10+00:00,,,
597,"New Data Visualization https://rt.live/ tracks covid cases, per state. By Instagram pioneers @kevin and @mikeyk",2020-04-19 01:03:54+00:00,@kevin @mikeyk,,
598,His and hers. #Covid_19 #StaySafe,2020-04-19 01:02:15+00:00,,#Covid_19 #StaySafe,
599,"Context Discriminant Analysis on latest NEWS 2020/04/18 18:02:00 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200418_180200.html",2020-04-19 01:02:00+00:00,,,
600,"Complex Event Analysis on latest NEWS: 20200418 1801 PST Top News Focus : (coronavirus,health), (china,coronavirus), (coronavirus,covid-19,positive) https://www.sitefocus.com/cif/elaine/qanews_20200418_180149.html",2020-04-19 01:02:00+00:00,,,
601,"Hey Bill, do we need a new flag ? #SocialDistance is good but your hotline sucks. We will get through #COVID in spite of your hotline. https://twitter.com/NYCMayor/status/1251496378372632577",2020-04-19 01:01:20+00:00,,#SocialDistance #COVID,
602,Well said. #COVID #data #PostCovid19 #investing,2020-04-19 01:01:09+00:00,,#COVID #data #PostCovid19 #investing,
603,Santa Clara County Says It Has Housed All 35 Homeless People Who Have Tested Positive for COVID-19 – NBC Bay Area ,2020-04-19 01:00:32+00:00,,,
604,Resonates at this time on the #Covid_19 curve. #ShelterInPlace #PostCovid19,2020-04-19 00:59:39+00:00,,#Covid_19 #ShelterInPlace #PostCovid19,
605,"Uh oh. When asking ""11 #radiologists to re-read chest #Xrays of confirmed, symptomatic #Covid_19 patients, they found that nearly 60% appeared normal."" Temporal Changes of CT Findings in 90 Patients with COVID-19 Pneumonia: A Longitudinal Study | Radiology https://pubs.rsna.org/doi/10.1148/radiol.2020200843#.XpuiBcCVzuE.twitter",2020-04-19 00:59:13+00:00,,#radiologists #Xrays #Covid_19,
606,"Please do! I would also appreciate if you credited us as the COVID Creatives and included our email, covid19creatives@gmail.",2020-04-19 00:59:05+00:00,,,
607,"Common straw man argument that its about $- no its about lives. Poverty kills more than COVID ever could and this is a perfect storm of mental illness, social disconnection, paranoia, disgust, xenophobia, and psychological trauma.",2020-04-19 00:58:19+00:00,,,
608,I think all those liberators who want to run free should be allowed to move to Texas. All those who don't get a week to move out of Texas. The bordering states create a border patrol to keep the liberators in Texas to live free and get COVID.,2020-04-19 00:57:25+00:00,,,
609,"My birthday is officially less than a months away woo. its been a bit of a rough year so far to say the least, first personally with being kicked out, and secondly, globally with the covid epidemic. think this might be a thread so yeah. Id like to say thank you to everyone who",2020-04-19 00:55:06+00:00,,,
610,"@benshapiro Re public transit, here’s a look at the role the NYC subway played in disseminating COVID-19. http://web.mit.edu/jeffrey/harris/HarrisJE_WP2_COVID19_NYC_13-Apr-2020.pdf",2020-04-19 00:53:51+00:00,@benshapiro,,
611,Small Business Experts Share Advice on Navigating COVID-19 ,2020-04-19 00:50:33+00:00,,,
612,Why couldn’t covid hit during winter lol. Summer is cancelled ,2020-04-19 00:48:50+00:00,,,
613,#USPS workers have been on the job through every crisis #Anthrax #SARS #Mers #Covid_19 #PostOffice,2020-04-19 00:46:31+00:00,,#USPS #Anthrax #SARS #Mers #Covid_19 #PostOffice,
614,The 5-day rolling average is very skewed by the 3700 deaths added 4 days ago. The total number of deaths is still following an exponential with a R^2 of 0.977 which is a pretty crazily high correlation. #covid #Covid_19,2020-04-19 00:43:36+00:00,,#covid #Covid_19,
615,easy to say now that covid-19 is the leading cause of death in the US.,2020-04-19 00:42:29+00:00,,,
616,@SupCindyChavez Please get Santa Clara County back to work! Nothing more healthy then a job. Only 185 Covid-19 patients in hospital county wide. 1/2 of all health workers are unemployed. We are not fooled and will vote accordingly.,2020-04-19 00:39:53+00:00,@SupCindyChavez,,
617,"Wow. There's concern that China is protecting a second round of COVID impacting China. If this is true, we can no longer expect our freedoms to return, as the Dems continue to protect China ",2020-04-19 00:36:11+00:00,,,
618,"39,000 nationwide COVID deaths don’t lie. Please wash your hands for my, and my family’s sake.",2020-04-19 00:34:34+00:00,,,
619,"Respectfully, we are healthy... Only 185 Covid patients in the hospital county wide. That 2.2 m million people. 1/2 of all health workers are unemployed. Death by suicide is greater the covid-19",2020-04-19 00:33:09+00:00,,,
620,Seems to be if you follow the link https://www.flightradar24.com/data/flights/sv41#245d9d5e 41 is the Jeddah to LAX and 42 is the reverse. 777-300 is the predominant plane. prior to COVID it seemed to be a every 2-3 day flight with some variation,2020-04-19 00:32:31+00:00,,,
621,"@yahya I need this new CandyMan movie in my life soon!!! Dammit, Covid-19",2020-04-19 00:32:10+00:00,@yahya,,
622,Coronavirus: Alameda County COVID-19 death toll nears 1989 earthquake’s ,2020-04-19 00:32:01+00:00,,,
623,"Grace, a Live Oak student and his teammates are helping health care workers on the front lines of the COVID-19 fight by creating face shield parts with 3D printers. #HIEMorganHill",2020-04-19 00:30:06+00:00,,#HIEMorganHill,
624,"Good to see you here, Jen~ sounds like a fun and safe COVID time at your end. ",2020-04-19 00:29:52+00:00,,,
625,"How about this? People who want to “go back to normal” can do so *immediately,* but they will join a new tax bracket that pays medical and funeral costs related to all new COVID-19 infections in their state. 1/",2020-04-19 00:28:08+00:00,,,
626,"Covid / corona virus reveals unhealthy &amp; unfit populations: Texas: Pop 29M / 17k covid cases New York City: Pop: 8M / 120k + the lion’s share of covid deaths Tokyo: Pop 13M / oldest pop in world + only a minuscule fraction of NYC covid deaths Fitness, diet, genes matter.",2020-04-19 00:26:45+00:00,,,
627,"The novel coronavirus disease, COVID-19, is creating an evolving situation with varied impacts around the world and across the states. Conversations about nonprofit sustainability have turned into conversations about their survivability. Karat School Proj…https://lnkd.in/gm4P6Ut",2020-04-19 00:25:55+00:00,,,
628,"If meat factories are closing due to workers getting sick, has anyone checked the meat in those factories? How long can covid-19 survive on the meat? #COVID19 #coronavirus #Covid_19",2020-04-19 00:19:22+00:00,,#COVID19 #coronavirus #Covid_19,
629,One World: Together At Home Special to Celebrate COVID-19 Workers https://youtu.be/87-ZFjLfBAQ via @YouTube,2020-04-19 00:14:37+00:00,@YouTube,,
630,"My issue with ascertainment bias is that subjects were respondents to a Facebook advert. It’s likely that people who thought they had covid were more likely to respond, and there is no correction for that. To do the study properly, subjects must be randomly chosen from population",2020-04-19 00:13:53+00:00,,,
631,"Sars-CoV-2 and nervous system: ""we examined five patients who had Guillain–Barré syndrome after the onset of coronavirus disease 2019 (Covid-19)"" ",2020-04-19 00:12:13+00:00,,,
632,"The ""false debate"" about reopening the economy is the one that ignores the enormous human cost of sweeping COVID-19 control measures. https://reason.com/2020/04/13/the-false-debate-about-reopening-the-economy-is-the-one-that-ignores-the-enormous-human-cost-of-sweeping-covid-19-control-measures/ via @reason",2020-04-19 00:08:46+00:00,@reason,,
633,"@realDonaldTrump According to a survey released Thursday by the Pew Research Center, 65 percent of U.S. adults believe that the president was too slow to take major steps to address the spread of COVID-19, the disease caused by the virus.",2020-04-19 00:07:27+00:00,@realDonaldTrump,,
634,"COVID-19 opportunity: Developers, stay home and clean up your code http://dlvr.it/RV22h4",2020-04-19 00:05:03+00:00,,,
635,Coronavirus Task Force gives update on COVID-19 response ,2020-04-19 00:04:03+00:00,,,
636,"Context Discriminant Analysis on latest NEWS 2020/04/18 17:01:52 PST Top level Topics -coronavirus,coronavirus,health,health,covid-19,covid-19 https://www.sitefocus.com/cif/elaine/cdnews_20200418_170152.html",2020-04-19 00:01:52+00:00,,,
637, Epidemiology and Clinical Characteristics of COVID-19. 2020. Arch Iran Med. https://www.ncbi.nlm.nih.gov/m/pubmed/271601/ #science #research,2020-04-19 00:00:07+00:00,,#science #research,
638,"Am I a bad person for thinking to myself, “I hope they all get COVID-19?” ",2020-04-18 23:54:03+00:00,,,
639,I have a beloved relative struggling to stay alive with Covid in Indianapolis. I want to take these people by their lapels and shake some sense into them.,2020-04-18 23:53:12+00:00,,,
640,The COVID-19 Crisis Is the Result of Decades of FDA Misrule ,2020-04-18 23:50:59+00:00,,,
641,"@realDonaldTrump these people protesting are YOUR people. If you can’t tell them the truth, that Covid-19 is not a hoax, and they should go home, then you are a complete failure of leadership. Thousands of YOUR people will die! This is why truth and integrity is important.",2020-04-18 23:48:29+00:00,@realDonaldTrump,,
642,"Lend your support to the fight to end COVID-19 by joining @GlblCtzn, @ladygaga, and friends for One World: #TogetherAtHome. Watch it now on the @AppleTV app: http://apple.co/-TogetherAtHome",2020-04-18 23:46:29+00:00,@GlblCtzn @ladygaga @AppleTV,#TogetherAtHome #TogetherAtHome,
643,"The association of Chinese/Asian bodies with disease in America has long preceded COVID-19. Before Angel Island became a notorious immigration station, it housed a quarantine station where--you guessed it--Chinese/Japanese immigrants were vetted for diseases. ",2020-04-18 23:44:38+00:00,,,
644,"I joked the other day about a Rolling Stones Covid-19 musical, “Gimme Shelter In Place.” With “You Can’t Always Get What You Want” trying to source TP and “Nineteenth Nervous Breakdown” as a leitmotif...",2020-04-18 23:40:58+00:00,,,
645,"Literally trashing previous leadership when he just gave a 60,000-65,000 (definitely under 100,000) projected death rate for COVID-19...unbelievable ",2020-04-18 23:40:50+00:00,,,
646,"Jeff Bezos is the planet’s richest man, and Covid-19 is making him ever wealthier. But he’s also the world’s most selfish man — RT Op-ed https://www.rt.com/op-ed/486167-jeff-bezos-covid19-selfish/ #",2020-04-18 23:30:05+00:00,,,
647,"Get to the bottom of where and by whom the Covid-19 got started. I'm hearing a wet market in China, a lab in Wuhan and developed in Europe then taken to China.",2020-04-18 23:28:05+00:00,,,
648,What The Atlanitc got wrong about the Bay Area Covid-19 response - tl;dr all of it - it's about collaboration ,2020-04-18 23:25:16+00:00,,,
649,Healthcare people: I’ve noticed a lot of my COVID + pts mouths have extensive blistering and bleeding from their oral cavity. Have anyone else noticed this? It is a result of the Resdemivir? They look like oncology pts. #frontline,2020-04-18 23:24:35+00:00,,#frontline #frontline,
650,Why are you calling it COVID? Isn’t it Chinese Virus?,2020-04-18 23:23:24+00:00,,,
651,What if a COVID-19 treatment could be ready within weeks? ,2020-04-18 23:22:37+00:00,,,
652,"WATCH: Here's the latest episode of #TechBriefs with our tech editor @thekenyeung. Alongside @digitaltrends' @gregnibler, they discuss Apple's iPhone SE launch, the new OnePlus 8 phones, COVID-19 contact tracing, SpaceX's historic NASA launch, and more! ",2020-04-18 23:21:00+00:00,@thekenyeung @DigitalTrends @GregNibler,#TechBriefs,
653,"Normally, in the icu, we take aggressive measures to get them extubate or off the ventilator. But these COVID patients are so reliant on them. The pts we send out the ICU on normal oxygen keep coding and dying on the floor (non icu).",2020-04-18 23:20:28+00:00,,,
654,Finally!! Local Santa Clara county residents who bravely dare to point out how Benghazi and covid-19 are related!!!! ,2020-04-18 23:19:11+00:00,,,
655,"Is anyone aware of studies comparing N95s to PAPRs in either SARS, MERS or Covid?",2020-04-18 23:17:49+00:00,,,
656,@GOP @HouseGOP @SenateGOP What do you guys call today’s #COVID #PressConference presidential performance? I’ll wait.,2020-04-18 23:17:38+00:00,@GOP @HouseGOP @SenateGOP,#COVID #PressConference,
