X1,id,FINAL_LABEL,text
265,124866e13,IRRELEVANT,"Public health information is never too much, but can be too late for the people who need it most.… https://t.co/UmuLPv83Z8"
266,125058e13,IRRELEVANT,Proud of the innovative and proactive approach @PremierHA has taken to help hospitals access critical medical suppl… https://t.co/XrOjXgKWAl
267,125055e13,IRRELEVANT,Proud of our community of businesses. Thank you all! @SmallBizDC @DMPEDDC @MayorBowser @CM_McDuffie https://t.co/lp4FZvn8VK
268,124912e13,IRRELEVANT,"Previously referring to a friend (presumably Chera) who has contracted the #coronavirus, @POTUS had told reporters:… https://t.co/fnjezMmuo4"
269,125055e13,IRRELEVANT,President Trump: Democrats continue to block additional Paycheck Protection Plan for workers and small business in… https://t.co/WytGi8T06j
270,12508e14,RELEVANT,"Prepping lunch for doctors, nurses, and healthcare workers in hospitals and emergency rooms all over the country ar… https://t.co/ZqW54zRwAs"
271,125055e13,IRRELEVANT,"Polling stations across South Korea are being disinfected regularly while voting is open, and voters will have thei… https://t.co/pwB9bj0TIx"
272,124913e13,RELEVANT,Please stop essential businesses making employees come in who work at desks/phones — they can Work From Home! There… https://t.co/a2djougHjP
273,124956e13,IRRELEVANT,"Please be safe and healthy in these trying times. 
 
Very Truly Yours, Kiy,
DFN CARE's PRESIDENT &amp; CEO"
274,125097e13,RELEVANT,"Photo of a Republican led protest in Lansing, Mich., against Gov. Gretchen Whitmer’s stay at home order. Notice how… https://t.co/QFvu1DLly7"
275,124879e13,IRRELEVANT,"Perversely, the greater the lockdown succeeds in stopping the spread of the virus, the easier a political target it… https://t.co/GP9DMmKz6s"
277,124913e13,IRRELEVANT,People died because @realDonaldTrump was mad that someone told the public the truth. https://t.co/IpWCAIA7kn
278,125056e13,RELEVANT,People aren't staying 6 feet apart but everyone seems to have surgical masks... https://t.co/bMIBcGbACJ
281,125096e13,IRRELEVANT,"P H A S E   1   O F   #OUAA2MAGA

ALL VULNERABLE INDIVIDUALS should continue to shelter in place. Members of househ… https://t.co/LgdkLN8ivC"
282,125079e13,IRRELEVANT,Over a month into this pandemic and I still have to push this inaccessible ancient beg button to cross the street a… https://t.co/wW77wXrMi1
283,124978e13,IRRELEVANT,Our premiere edition of Frontline Conversations launches Wednesday at 12pm. We are bringing together leaders for in… https://t.co/d7481u0Ivy
284,124913e13,RELEVANT,"Our medical staff on the front lines dealing with lives, loss and emotions. I'm grateful for this nurse keeping it… https://t.co/U9JsWuv9jL"
285,125078e13,IRRELEVANT,Our campus may be closed but classes are in session! We have been remote learning for several weeks now. Take a pee… https://t.co/WfLt1jlwte
286,124976e13,IRRELEVANT,One month ago today we made the decision to closed up shop to do our part to stop the spread COVID-19.   This pictu… https://t.co/mnjfuHjn7Q
288,124868e13,IRRELEVANT,Non-household group exercise is NOT allowed. This reckless behavior puts people’s lives at risk. Don’t do it!… https://t.co/Sflu4M4vTs
290,124866e13,IRRELEVANT,Newborn babies given mini face shields at hospitals in Thailand  https://t.co/EhOVJHc2YQ
291,125078e13,IRRELEVANT,NA
293,124981e13,IRRELEVANT,NSF RAPID grant backs Princeton research to track and contain #pandemic #coronavirus https://t.co/3TBslfG3X0
294,124976e13,RELEVANT,"NOW: @GovernorVA is holding his #COVID19 press conference.

@ABC7News #Virginia #coronavirus https://t.co/aM5XmB2G42"
295,124937e13,RELEVANT,My top tip today if you are caring for #COVID19 patients is to follow @DrMeganHoseyPhD a rehab #psychologist devoti… https://t.co/khr4QoLjoG
297,125083e13,RELEVANT,"My mom went to the doctor in Lynchburg and they handed her a questionnaire. Have you had a fever, cough, etc. 

But… https://t.co/7PG7VToHAz"
298,124912e13,IRRELEVANT,My mom made homemade face shields im trying cop one
299,124915e13,IRRELEVANT,"My grandparents are so worried about our family and wanting to give us all their food, masks, gloves, etc. when in… https://t.co/00F9vIxPVr"
300,125078e13,IRRELEVANT,My friends 90-year-old mom. She is in a nursing home and he has been unable to visit with her. But her personality… https://t.co/qkiRnASoSx
301,1251e15,IRRELEVANT,My @orvillepeck inspired face mask. #QuarantineActivities #facemask #Masks4All https://t.co/0nSCHv5kQL
302,125095e13,IRRELEVANT,"Mr. Johnson sends big thanks to all of the heroes on the frontlines, especially our partners at  @RWJBarnabas . To… https://t.co/3H8ZyCpCLM"
304,125081e13,RELEVANT,NA
305,124979e13,RELEVANT,More ways to help your community during this crisis? #@GovernorVA is asking for an additional 30K medical &amp; non-med… https://t.co/vKoJ1CIjGU
306,124981e13,IRRELEVANT,"Medically, he's a very interesting case. Not that we like to refer to patients as cases, but you know what I mean.… https://t.co/fFmFK6sKOK"
307,125057e13,IRRELEVANT,"McConnell spox on Trump threatening to adjourn Congress if they don’t vote on his nominees:

“The Leader pledged to… https://t.co/fJFZPXnk1M"
309,124979e13,RELEVANT,Mandatory face mask order in Prince George's County! @ Beltway Plaza Mall https://t.co/DECcSwxgUA
311,124868e13,IRRELEVANT,"Lol you really can’t count on nobody in this world, maybe this is the brightside of this whole corona virus 😩"
312,125085e13,IRRELEVANT,Listen to y'all friend @DrOz say that a 2-3% in total mortality rate of kids might be a good trade-off to send kids… https://t.co/wKeBk4ESW7
313,124936e13,RELEVANT,Line wraps around 3 blocks for entrance to DuPont Circle farmer’s market. #CoronavirusUSA #dctraffic #WashingtonDC https://t.co/wZMFE5UNUz
314,125097e13,IRRELEVANT,Let’s see if I can sleep tonight without coughing/thinking I’m dying of the rona
315,125058e13,IRRELEVANT,"Let 'em go. Seriously, let all the Republicans &amp; Trump supporters populate society &amp; Dems will just hang back &amp; let… https://t.co/10s8Pva4JC"
316,124869e13,IRRELEVANT,"Largely agree with this assessment - but the game isn’t over.

Summer is likely to be a much-needed break which we… https://t.co/wox9Onp57w"
317,124914e13,IRRELEVANT,NA
318,124977e13,IRRELEVANT,Just made some hand sanitizer 😎
319,125076e13,IRRELEVANT,Just in - new jobs numbers show that more than 5 million people filed for unemployment benefits last week -22 milli… https://t.co/ECeV0yjP8U
321,125012e13,IRRELEVANT,Just chillin’! Waiting for the virus to pass. As seen on @sheenmagazine for Sheen Curves @chearice @FTFSnaps for… https://t.co/qsr6cUeoQK
322,124981e13,RELEVANT,"Just #CONFIRMED: Envoy at the Village in Fluvanna County has COVID-19 in their facility. I talked to a spokeswoman,… https://t.co/kzAy5x474D"
323,125083e13,IRRELEVANT,Join us today at 2pm ET!! @MarchofDimes FB Live - Impact of #Covid_19 on communities of color especially looking at… https://t.co/KodHJMXeFQ
324,125085e13,IRRELEVANT,"Join @tigerlilycares and @sistersnetwork for a webinar on Cancer, COVID-19 and Disparities on 4/23/20, 12:00 – 1:00… https://t.co/j4TkCuM0h3"
326,125085e13,IRRELEVANT,I’m joining @genprogress TODAY from 3-4 PM ET for a #GPFactCheck Twitter chat to talk about how #COVID19 impacts yo… https://t.co/XBKGVJi33B
327,12498e14,IRRELEVANT,"I’m currently using a hand sanitizer made with ethyl alcohol, vanilla and cocoa bean and it makes me smell like a c… https://t.co/9qpaGypLxM"
328,125077e13,RELEVANT,It’s absolute bull shit that i have to watch my grandfathers funeral on a computer today.  I didn’t get to say good… https://t.co/SBon81NmCE
329,125099e13,IRRELEVANT,"It seems the ONLY person in the Florida Admin who cares about Floridians is the only Dem in the cabinet.

Thank you… https://t.co/CINOgatogw"
330,125073e13,IRRELEVANT,"Is she talking about a coup? 

MSNBC host suggests Biden form ‘shadow government’ to counter Trump on coronavirus

https://t.co/mMbZ0PTkYQ"
331,125076e13,IRRELEVANT,In print today: D.C. area residents with disabilities report having to wait up to two weeks to get groceries delive… https://t.co/ifMCnV7QJH
332,125087e13,IRRELEVANT,NA
333,124938e13,IRRELEVANT,"In a statement released this week, @hrw condemned Brazilian President Bolsonaro’s efforts to counter health experts… https://t.co/cywMp0qSwl"
335,124918e13,RELEVANT,NA
336,124952e13,IRRELEVANT,"If you’re not already watching @60Minutes, I highly recommend starting now during #COVID19. We did, at my brother… https://t.co/3qzh3HoJU7"
337,124973e13,RELEVANT,If your not wearing a fucking mask or something covering your face please don’t come to the grocery store because I… https://t.co/IfRVLAVzHM
339,124935e13,RELEVANT,"If in the middle of a pandemic you pull down your mask in the middle of a grocery store to lick your finger, you can’t be helped"
340,1251e15,RELEVANT,"Idk bout y’all, but I’d rather wear a mask everyday when I go hangout with friends, go to work, or enter any public… https://t.co/fbvxyBD8P6"
341,124913e13,IRRELEVANT,I've been having fun with this #acapellamakerapp during quarantine. More to come. Let me know some other songs I sh… https://t.co/ZHwQa8GTMO
342,124981e13,RELEVANT,"I've WFH from what is the equivalent of 2 full symptom periods (2-14 days) 

The chances of me contracting now? Got… https://t.co/u5cmaMKIiN"
343,125011e13,IRRELEVANT,I wish @MSNBC @chucktodd would stop referring the daily White House #TrumpVirusCoverup presser as #COVID19 Task For… https://t.co/Q3bFMMvxZr
344,125055e13,IRRELEVANT,"I thought you
 
 CDC estimates at least 9,200 health care workers have been infected with coronavirus… https://t.co/S8aWdmEswR"
345,125093e13,IRRELEVANT,"I see lots of commentary about how Trump is pushing to open the country too fast, but looking at the plan here it s… https://t.co/pCBqI0K5B0"
346,125093e13,RELEVANT,I pray that science and experience prevail and bosses/businesses refuse to force their employees to return to work.… https://t.co/nv1S4xfzUl
347,125078e13,IRRELEVANT,I need to get out of this house &amp; bike 🚲 riding will be good exercise while still practicing social distance
348,124916e13,IRRELEVANT,I love seeing my own friends not social distancing on snap 🙃 it’s the same people who complain about quarantine or… https://t.co/TjyZkoiYwv
349,125093e13,RELEVANT,I just want a logically explanation why gyms would open up... why tf anything would open up. https://t.co/vpkp2Sy331
350,125054e13,IRRELEVANT,I just found out my grandfather passed—he tested positive for COVID-19 five days ago. He died alone after weeks of… https://t.co/T68EIXsUue
351,12506e14,IRRELEVANT,"I hear they’ll let us all go back to work on the 1st, he says, but until then I can’t purchase any food without a m… https://t.co/GuQ5Z6Qucs"
354,1251e15,IRRELEVANT,"I don’t know what is more depressing, all the social distancing stuff or the fact that I need glasses to read my phone! #old"
355,124868e13,IRRELEVANT,"I don't know how to feel about this picture.

My heart is gushing over how adorable these lil babies are with their… https://t.co/bAaNejHy6h"
357,124916e13,IRRELEVANT,"I appreciate Maryland &amp; Virginia starting a separate ""Strike Force""  for assisting in the overwhelming cases of Cov… https://t.co/qi4a38LGIl"
358,124866e13,IRRELEVANT,I WANT TO THANK ALL MY FRIENDS AND FAMILY FOR CHECKING UP ON ME THESE PASS FEW WEEKS!!!! JUST KNOWING EVERYONE IN M… https://t.co/bcLJZbbL46
360,124917e13,IRRELEVANT,How is the #coronavirus not raging through the detention centers at the border? #nowall #detention… https://t.co/gzd9y4pqLP
362,125061e13,IRRELEVANT,How Humanity Unites in Social Distance https://t.co/N89uCXsJwh Incredibly honored to be a small part of such a big… https://t.co/acCEeIeHyZ
364,125097e13,IRRELEVANT,Highly unethical. This is not the time to be selling your face masks in the fashion industry!!! https://t.co/NKlTawMIip
365,125014e13,IRRELEVANT,Highlight of @EricSchmidt’s talk today at @EconClubNY: There has been a massive failure of lack of information and… https://t.co/KzFEIbtKZX
368,125084e13,IRRELEVANT,Here’s my article on Alex Ovechkin and other hockey players donating masks during this time to healthcare workers.… https://t.co/XAwnLiteCx
369,125011e13,IRRELEVANT,Help families in Langley Park + surrounding communities with meals and groceries. Link below 👇🏽#covid19 #PGCounty https://t.co/nGxAyNtLLk
371,124978e13,IRRELEVANT,"Hear ye, hear ye, hear ye, our first virtual town hall is tomorrow afternoon focused on COVID-19 and infrastructure! https://t.co/JTcIeYOcae"
373,124879e13,IRRELEVANT,"Guy at the grocery store w/o mask kept getting super close and, of course, stood 2 feet behind me in line, “Dude, y… https://t.co/IHdL3fEYU7"
374,124913e13,IRRELEVANT,Government’s most important role is to protect us. This govt has not lived up to that responsibility. They were too… https://t.co/ki4xY9DOcE
375,125077e13,IRRELEVANT,Government needs to either reopen stuff in a reasonable time or send out more aid to people and businesses. It’s du… https://t.co/e0S825WH17
376,124868e13,RELEVANT,Good to see this drive-through testing facility for #COVIDー19 in Foggy Bottom. https://t.co/ISI0MpRZFd
377,125093e13,IRRELEVANT,"Glad that it wasn’t an intentional spread of virus but, could have been. Today whether we like it or not we are one… https://t.co/MqEHQMxtbd"
379,125088e13,IRRELEVANT,Fuck @seanhannity @DrOz and all of these dumb fucks. I remember all the bullshit about “Obama’s death panels” and n… https://t.co/pvkC1FceYD
380,125099e13,IRRELEVANT,Frightening stat on @donlemon tonight: 43% of small businesses fear they will close for good in 6 months without so… https://t.co/fjtD5CfV7X
381,124866e13,IRRELEVANT,NA
382,125057e13,IRRELEVANT,NA
383,124884e13,IRRELEVANT,"For fellow #30Rock fans... Tina Fay and Sam Means imagine the gang responding to Corona’s Virus. 

https://t.co/J5kolbWeXh"
385,124913e13,IRRELEVANT,NA
387,12487e14,IRRELEVANT,Ever since the coronavirus challenge people licking toilet bowls and everything else like it's not a big deal it's… https://t.co/zpGI17lPMp
388,125097e13,IRRELEVANT,Essential or Expendable? Farmworkers Condemn Lack of Protection and Economic Help During Pandemic https://t.co/kkaRcFXJFL via @democracynow
389,124917e13,IRRELEVANT,"Ending the show with an @addy_pez ""Extra!"" made the night! So sorry to hear you lost a family member to Covid-19. T… https://t.co/n8V6fWJyLx"
390,125085e13,IRRELEVANT,Either amazon is sanitizing boxes or the person who’s delivering them is bc I just got some orders and they smell like Lysol 😂
391,125093e13,RELEVANT,Early peek at data on Gilead coronavirus drug suggests patients are responding to treatment https://t.co/bi8slEfnYe via @statnews
392,125085e13,IRRELEVANT,"During this tough #coronavirus battle time, it’s important we maintain good hygiene. It would be frustrating if the… https://t.co/51JVylZS4N"
393,124982e13,IRRELEVANT,"Dr. Fauci says he talked with @TheBlackCaucus members about health disparities in black and minority communities.

#coronavirus"
394,125078e13,IRRELEVANT,"Donald Trump, Notorious Con Artist, Stalls $1,200 Relief Checks to Dying Americans to Slap His Name on Them: The ta… https://t.co/7z9vYBhvq2"
395,125079e13,IRRELEVANT,Did you miss out on @ATSSAHQ’s live virtual town hall focused on #COVID19 &amp; #infrastructure? Check out the recordin… https://t.co/PXq8Yv6OzP
396,125082e13,IRRELEVANT,"DC especially in Ward 5, if you are experiencing  CV-19 racial profiling at the hospital, in the stores and carryin… https://t.co/OjDDDqI6aI"
397,124935e13,IRRELEVANT,"Cruise Lines Were Shut Out of the Stimulus. Here’s Why.

Hint: they are tax avoiders, polluters, and spread the vir… https://t.co/aaRMkmQdah"
398,125096e13,IRRELEVANT,"Covid-19, Politeness is flower of humanity; Yanni  -  ""Love Is All""-Truth Is Forever!… The “Tribute” Concerts! - 10… https://t.co/J8mVNkcpHg"
400,125077e13,RELEVANT,"Coronavirus chronicles... essential personal, thanks to keep working for all, be safe. @dchistory #candid #igdc #dc… https://t.co/ErcgR2laPa"
401,125088e13,RELEVANT,"Coronavirus Chronicles... keep dreaming, keep growing, keep fixing, keep doing, keep finding... beyond this world!!… https://t.co/aRuhASOvF9"
402,124978e13,IRRELEVANT,Come on. Grocery store workers don’t have the luxury to stay at home. They are putting their well-being and their f… https://t.co/XMji4ck3se
403,125062e13,IRRELEVANT,Chris Cuomo's wife Cristina tests positive for coronavirus https://t.co/e7oVEr3RmA via @nypost
404,124934e13,RELEVANT,"Check out some information about HFNC aerosol spread and using a surgical mask. https://t.co/EKJrd1VL3N @ Concord,… https://t.co/pe62szx2ZO"
405,125078e13,IRRELEVANT,Charles Darwin has a special message for those of you who think that the #Coronavirus #COVID19 virus is either a ma… https://t.co/VKBfHlbQY0
406,124976e13,IRRELEVANT,Can we stop using “the peak” as a return to business as usual? It should be only used to mobilize medical equipment… https://t.co/Gcn9mq2Ucm
407,124868e13,RELEVANT,Called at 8:30am (when they opened) and was on hold for 5 hours and 30 minutes till I got an agent at @DOES_DC fina… https://t.co/4pTKKjhtn6
408,125014e13,IRRELEVANT,COVID-19 got me out here looking like Mort from the Bazooka Joe comic strips... #covid19 #coronavirus #mort… https://t.co/qsWhPoyiWG
410,125081e13,IRRELEVANT,COVID-19  Threatens the Gaza Strip: The population in Gaza is more vulnerable to the virus due to its decade-long s… https://t.co/0OuVgHryPU
412,125086e13,IRRELEVANT,Bro I wear glasses. This face mask shit wasn’t designed for my kind.
413,124935e13,IRRELEVANT,"Blacks make up 72% of COVID-19 deaths in DC.

What’s is the Mayor doing about it? 
Your guess as good as mine. https://t.co/0KnGgB1ed8"
414,125014e13,IRRELEVANT,Big D.C. bar and events space Hook Hall has been paying restaurants to prepare meals for distribution to hospitalit… https://t.co/87KUv4mCTB
415,124881e13,IRRELEVANT,Being a hypochondriac during the Corona outbreak is really doing a number on my mental health
418,125056e13,IRRELEVANT,Asymptomatic ppl are my biggest fear with this virus.
419,125081e13,IRRELEVANT,"As the ever widening direction on wearing face covering increases in the US it will, of course, be accompanied by g… https://t.co/uSb4Ebwsv3"
420,124976e13,IRRELEVANT,"As countries around the world  address the #COVID-19 pandemic, JASWDC Chairman @SPFZumwalt reflects on lessons lear… https://t.co/SyC1MemzyX"
421,12508e14,IRRELEVANT,NA
422,124867e13,IRRELEVANT,"Apple, Google Bring Covid-19 Contact-Tracing to 3 Billion People https://t.co/MYi78lcEra"
423,125085e13,RELEVANT,"Anybody can get it. But black communities have been far more impacted. In #Maryland, its NW Baltimore. The 21215 zi… https://t.co/4w8fOS00ua"
424,124936e13,IRRELEVANT,And make this forced closure of businesses a several month thing instead of a several week long thing.  He never ca… https://t.co/vUAjG2Ik2l
425,124869e13,RELEVANT,"Although it’s necessary, it’s scary for patients to see us in all this gear. 

I love what these healthcare workers… https://t.co/dIcTcUhw35"
426,125099e13,IRRELEVANT,Also I was allowed to touch my own face 🤒
427,12492e14,IRRELEVANT,"Alarm breeds alarm. Taking breaks from social media is good.

I’m not saying alarm isn’t appropriate. But for your… https://t.co/WVipQdMU1F"
428,124869e13,RELEVANT,About to have a mental breakdown because I can’t find an open time slot for my groceries to be delivered or picked up in the next two weeks.
429,125055e13,IRRELEVANT,"AG Secretary Perdue:
- Working closely with CDC to ensure Ag and healthcare workers are as safe as possible
- Covid… https://t.co/td4rQutdLg"
430,125058e13,IRRELEVANT,A3: I’ve enjoyed reading books and trying to get into a rhythm with running. 2 good activities for social distancing.  #NoVAedChat
431,125085e13,IRRELEVANT,"A10. Domestic violence (DV) is often not thought of during &amp; after an emergency. Support for survivors of DV, are i… https://t.co/y1zsCWg9Rf"
432,124916e13,IRRELEVANT,A @united Captain thanks the healthcare workers on his flight to Newark. Such a nice moment in the midst of a globa… https://t.co/6DCs1rWmfJ
433,125058e13,IRRELEVANT,#NAME?
434,1251e15,IRRELEVANT,@waverlythaxton @CJNIII @ndrewkellyborel @RealCandaceO Small risk of dying from catching it. We've all caught the f… https://t.co/jHnPq6Mty4
435,124913e13,IRRELEVANT,@washingtonpost What? Do they want their ppl to live or die? Large gatherings when we have NO idea who is infected… https://t.co/UJ8axEVcB9
436,125087e13,RELEVANT,"@washingtonpost Because the economy is tanking, people can’t get food or medicine, can’t pay the rent or utilities..."
437,124885e13,IRRELEVANT,@warlordf15 That’s what’s suspicious about the reporting. The 9.7 million is the flu which could include COVID with… https://t.co/tiQOUws8MM
438,124917e13,RELEVANT,@unmc We all agree All or Most Hospitals need equipment to handle this Virus BUT they all need to Asked the current… https://t.co/PnA5ePMRaC
439,124869e13,IRRELEVANT,@tribelaw If they are that concerned. Why does Walmart have 400 people in it right now?
440,125097e13,IRRELEVANT,"@shayewyllie @Yenzii_ @Beyonce It’s the quarantine, all sense is now gone! Weird Fn animals and shit now amuse us for hours"
444,125057e13,IRRELEVANT,@realDonaldTrump your dumbass followers are proving they don’t care if they get the virus so why don’t you do a cou… https://t.co/WJtn13mfqM
445,124868e13,IRRELEVANT,@realDonaldTrump You’re an idiot.  People are dying because of your incompetence and you only care about the stock market.  Shame
446,125059e13,IRRELEVANT,NA
447,124938e13,IRRELEVANT,@realDonaldTrump Quit passing the blame on everyone but you. You thought like everything else you would cover this… https://t.co/KBpywFwHSS
449,124868e13,IRRELEVANT,"@realDonaldTrump I hope you have nightmares the rest of your pathetic life.
I hope all the people who have lost the… https://t.co/LpHCUhwDbs"
450,124913e13,IRRELEVANT,"@realDonaldTrump @robertjeffress Is anyone curious about the number 
of people who have died in the United States f… https://t.co/ZrqtsabehW"
451,124912e13,IRRELEVANT,@realDonaldTrump @nytimes No. Let me explain it to you since there’s science involved here. The genome of tge strai… https://t.co/TBVFkFWYWT
452,124979e13,IRRELEVANT,"@realDonaldTrump @OANN From the start, Trump has been right and Fauci, who worked for Clinton and Obama, wrong. Dum… https://t.co/Is5ZWQf2ua"
453,124954e13,IRRELEVANT,"@politico Preparing for the pandemic Or actually preparing the pandemic?

Level of awareness of the pandemic makes… https://t.co/bJUGzU7GIH"
455,124976e13,RELEVANT,"@petersagal @writenett In mountains of Virginia, at least two-thirds of people at Kroger and Foodlion were wearing… https://t.co/5koQxTufDj"
456,124868e13,IRRELEVANT,"@ouij @HopeforVirginia Yes, but the State Board announced reason code 2A Illness/Disability can be used by anyone r… https://t.co/bQkzh6e6S9"
457,124953e13,IRRELEVANT,@msiuba @Steven94666177 @roeckler @SMHCoEMV @DrivingPressure @ThinkingCC @PulmCrit I agree with that. But the root… https://t.co/SdoQbTzs4M
458,125083e13,IRRELEVANT,"@morningmika Only a moron like Trump would try open this country up under the circumstances facing ""we the people"".… https://t.co/m6hgzjgh32"
462,124956e13,IRRELEVANT,@jmugele @gail_mayes @solbetancourt Our neighborhood in the Maryland suburbs of DC is simultaneously showing our su… https://t.co/WaDRF0C7qC
463,124954e13,IRRELEVANT,@huffman_dave That’s one of my biggest problems with this. Hospitals are being required to lists deaths as covid th… https://t.co/NIflubpSgX
464,124954e13,IRRELEVANT,@huffman_dave I know of 0 people with it as well. I also have 2 respiratory therapist in my family. So I hear &amp; tru… https://t.co/rOjwv4AmQv
465,125015e13,IRRELEVANT,@holly_taggart @OrennFellsEsq @realDrewMorton @maddyhubba @ContentNBA And history repeats itself. The lower income… https://t.co/lFelaJtItc
467,124976e13,IRRELEVANT,"@harveyjkaye We're lucky here in Chesterfield County, VA. Our libraries are closed to the public but we can call or… https://t.co/a6b84PkQme"
468,125079e13,IRRELEVANT,#NAME?
469,125056e13,IRRELEVANT,"@ever4vfb @TheSneerReview @walterolson Hey there, joke-getter. Not sure what you mean by it “didnt stop them’”..sto… https://t.co/s2xpBlx9Mw"
470,124975e13,RELEVANT,@drdrew how many of these mfers that now trying to shame everyone send their kids to school sick or when someone in… https://t.co/WOgRweNFUN
472,124918e13,IRRELEVANT,@davidmweissman I wonder if he’d heard of social distancing?
473,124914e13,IRRELEVANT,@dak You should be ashamed man. What part of social distancing don’t you understand? https://t.co/GHTi2EMlyI
475,125014e13,IRRELEVANT,@chanceitup @simmer_pat @AndrewBVCU @Savage_Orange16 @RealCandaceO @WholeFoods ^^^ look at the lives lost internati… https://t.co/ti11LP3oeW
476,124866e13,IRRELEVANT,"@capitalweather On a positive note, it has made social distancing a bit easier... https://t.co/HP3EjMxvCT"
478,124953e13,IRRELEVANT,#NAME?
479,124882e13,IRRELEVANT,#NAME?
480,125084e13,IRRELEVANT,"@__Squinchy Sorry, I could have helped you out but social distancing 😊"
481,12487e14,IRRELEVANT,#NAME?
482,125087e13,IRRELEVANT,"@WHO what's the status of the ""reinfected people in South Korea? Are they new infections or flare ups from previous… https://t.co/u8tblEemhZ"
483,124974e13,IRRELEVANT,@VDHgov Why did you switch from reporting new C-Virus cases DAILY to WEEKLY? Is it because the weekly chart doesnt… https://t.co/Bsp73o4xsP
484,124978e13,IRRELEVANT,@TomWinebrenner2 Did Cuomo really just suspend / take back 2% raise for essential workers in NYS ( because of the p… https://t.co/XDy4QofTSw
485,124978e13,IRRELEVANT,"@Smith31Kev But you said it was like the Flu...

BTW:
Florida now has twice as many coronavirus cases (20,601) as S… https://t.co/SWi0fQUZzG"
486,125096e13,IRRELEVANT,@SethMacFarlane I think about this all the time.  It’s not just about the president. It’s about the people around h… https://t.co/4IIlvOeqWM
487,124935e13,RELEVANT,NA
488,124935e13,RELEVANT,NA
489,12498e14,RELEVANT,#NAME?
490,124976e13,IRRELEVANT,@SFAssociation CEO Michael Bright: The #COVID19 Pandemic Requires Bigger and Different Thinking Than 2008 https://t.co/VHAlsU5CuL
492,124918e13,IRRELEVANT,@RawStory @JoshuaHol Propublica: The Trump administration has rushed through more than $760 million in contracts ou… https://t.co/oAVoVuonve
493,125087e13,IRRELEVANT,@RVAwonk They’re too smart and intelligent for trump and he’s scared of them. He needs incompetent people so when t… https://t.co/1e254VTsAH
494,125087e13,IRRELEVANT,@RAMWdc says that restaurants are grateful for any type of relief. They foresee more relief coming to help restaura… https://t.co/xEXLomZyuw
495,124937e13,IRRELEVANT,#NAME?
496,125098e13,IRRELEVANT,"@PressSec @realDonaldTrump Under the 'Stay at Home' plan, hospitals are overwhelmed. Reusing masks. Doctors &amp; nurse… https://t.co/k3SE6EdwiM"
497,125086e13,IRRELEVANT,#NAME?
499,125098e13,IRRELEVANT,@PressSec @realDonaldTrump Like MOSCOW? Trump said that Putin will damn sure get his ventilators. And Americans wil… https://t.co/CjjcjsscFu
501,125084e13,IRRELEVANT,"@PatriceHarrisMD talks about the importance of accurate data to help us navigate through #COVID19

#COVIDUnmasked P… https://t.co/VqzLT1upU0"
503,124867e13,RELEVANT,"@NateSilver538 Check your priviledge. A ""opening up"" even if the return of infections isn't as large as feared will… https://t.co/0KzRfvBAqy"
504,124979e13,IRRELEVANT,@Nardeus1980 @BucksCoKierstyn @BernieSanders @JoeBiden Do you think the virus only likes Americans? South Korea sto… https://t.co/dZYHqeU508
505,124914e13,RELEVANT,@MoCoCouncilMD The Montgomery County government should make masks available to its residents. It's not right to req… https://t.co/H6Z7bAxRpd
507,124934e13,IRRELEVANT,NA
509,124978e13,IRRELEVANT,@Lrihendry I really find these videos insulting. People are dying and sick. There’s nothing to be celebrating now.
